unique_carrier,origin,destination,departure_time,month,day_of_month,day_of_week,distance,is_delayed
MH,YTL,PTB,1503,12,4,7,1303,0
RQ,VQL,TVQ,600,3,31,5,223,0
AG,PCU,QTP,2250,6,22,4,314,0
AG,PTG,MQV,710,7,18,2,213,0
NB,QTX,ORN,1056,11,17,5,1750,0
XJ,MQJ,RMT,1508,12,25,7,310,0
NB,HTE,PJT,1349,9,23,5,671,0
IQ,IQQ,TVQ,1251,4,11,2,581,0
NB,SRW,ULQ,2039,10,7,6,336,1
BN,RMT,RVN,1352,11,11,5,405,0
NB,PTV,RTQ,1645,3,18,5,248,1
WT,QTX,URX,1306,6,15,3,834,0
TT,QTX,TWP,752,11,15,3,1242,0
BN,RVN,PTV,1210,3,15,3,1215,0
WP,RMT,OPA,825,10,25,3,969,0
NB,CLO,QTP,1055,3,31,5,1618,0
TP,PDM,URX,1235,12,28,4,569,0
JG,VAP,VUT,1105,7,29,5,547,1
BN,MQV,OPU,1414,6,22,4,930,0
NB,CNY,CRQ,1535,6,11,6,283,0
XJ,RMT,MQJ,1729,12,20,2,310,0
NB,ORN,SRW,2057,12,19,2,632,0
BN,TQC,RVN,1612,4,7,5,488,0
NB,TWP,QTP,1050,1,15,7,1090,0
NB,ORN,DTB,1405,5,31,2,666,1
XJ,MOL,JNS,857,6,28,2,462,0
IQ,RIN,CNY,826,1,10,1,1217,0
OZ,MOL,QFT,2111,8,16,2,478,0
TT,OYT,QTP,2202,9,27,2,2175,0
OZ,MSU,RIN,1758,7,5,2,354,1
BN,RVN,JNS,1013,5,17,3,487,0
HL,CBT,MGF,951,2,6,7,230,0
XJ,YTL,DTX,902,3,5,7,817,0
XJ,JNS,PTG,1950,4,15,6,708,0
NB,VUT,CLO,1805,7,1,5,460,1
NB,QTP,HBV,1829,12,7,4,197,1
BN,OJO,OMH,944,8,3,3,683,0
OZ,UYT,RIN,1403,10,8,6,673,0
BN,CWI,RVN,1652,4,26,3,240,0
BN,RVN,CRQ,1723,3,22,2,548,0
NB,OPA,OMH,1200,8,24,3,550,0
HH,UPM,PQM,504,9,7,4,521,0
HL,MGF,RTA,1502,4,5,2,64,0
TT,SRW,HSR,913,12,17,7,647,0
WP,ULQ,SRW,2111,9,1,4,336,0
TT,CHP,QTX,1813,8,12,5,2611,0
WT,PIH,PJT,1554,7,24,7,679,0
AG,HBV,QTP,1055,11,24,5,197,0
BN,ULX,OPU,1014,7,28,4,1276,0
BN,RMT,OPU,640,1,21,6,931,0
HH,CIQ,PIH,708,5,2,2,238,0
OZ,CVS,RIN,918,1,1,7,383,0
OZ,SRW,QFT,1120,3,25,5,431,0
WP,ULX,TCZ,1503,8,3,4,328,0
WT,YTR,RJB,2004,6,22,3,1452,0
OZ,RMT,CHP,1948,10,19,4,399,0
TT,RIN,PVQ,1708,6,20,2,551,0
BN,YBR,RVN,1006,5,18,3,231,0
TT,RIN,PTB,1742,9,25,1,1171,0
BN,OPB,OPU,1159,4,8,5,228,0
RQ,PIH,TVQ,1139,6,29,3,2139,0
RQ,MGF,HSR,1455,6,22,4,264,0
RQ,TVQ,JNS,1102,6,21,2,745,0
RQ,CHP,QFT,559,1,19,4,185,0
XJ,VAP,YTL,1849,11,27,1,772,1
IQ,ORN,TVQ,1937,8,6,6,590,1
MH,YTL,HSR,1546,7,26,3,925,1
RQ,QFT,TVQ,1800,9,5,1,761,0
HH,RJB,IPR,1250,3,25,6,483,0
OZ,RMT,SRW,1247,9,8,4,227,0
WT,HSR,OMH,655,6,8,4,1005,0
TP,QTX,PJT,2047,10,9,1,954,0
TP,PJT,RMT,1310,1,12,3,2329,0
WT,RJB,PJT,1450,2,2,3,1024,0
HH,ITV,PQM,631,9,2,5,501,0
RQ,OMY,TVQ,543,9,2,6,692,0
XJ,DTB,YTL,640,1,11,3,351,0
HL,MGF,CVG,1232,1,26,4,702,0
NB,CNY,YBR,935,6,15,4,515,0
HL,MSN,MGF,815,5,6,6,173,0
JG,PQM,QTP,1044,7,11,1,368,0
RQ,OMH,QTX,1753,12,6,3,2217,0
RQ,RJB,TVQ,1326,7,11,1,1199,0
OZ,OEJ,HSR,603,2,2,4,67,0
NB,OMY,VUT,1515,11,4,5,1048,0
OZ,RIN,DTB,1532,3,27,1,408,0
LT,QYL,LBQ,650,1,8,7,102,0
MH,JNS,OMH,1622,2,28,2,938,1
HL,PVQ,MGF,1440,10,24,1,307,0
NB,RVN,ORN,1227,8,15,2,229,0
TT,PVQ,VUT,755,6,19,1,869,0
BN,MGF,RVN,1656,4,24,7,229,1
RL,OMH,YTR,1200,9,25,7,758,0
AG,ULX,ITV,1010,4,11,2,493,0
C6,IQQ,QFT,1756,1,24,2,1076,0
NB,RTQ,TWP,1235,3,26,7,189,0
LU,YTL,ULX,559,7,15,5,1009,0
WP,HSR,ULX,1707,10,18,3,1440,0
BN,RVN,HSR,1201,7,15,6,235,0
NB,OMH,LHW,1508,12,22,5,848,0
RQ,CHP,MGF,1305,5,2,2,752,0
WT,HSR,YBR,1646,6,10,5,177,0
XJ,TJX,YTL,928,8,6,7,190,0
RQ,OPA,TVQ,956,4,25,1,425,0
HL,VAP,MGF,620,10,8,6,226,0
WT,HSR,IQQ,1314,3,15,3,1182,1
OZ,IPO,RIN,553,8,7,7,228,0
HH,IPR,HSR,1843,2,28,2,462,0
MH,OMH,JNS,1009,12,10,7,938,0
NB,VUT,ORN,814,11,15,3,997,0
NB,HEM,PVQ,1532,6,25,7,462,0
WT,QTP,RJB,645,8,16,3,629,0
AG,YTR,MQJ,1238,10,31,2,288,0
JG,TVQ,OHC,1321,9,26,2,302,0
MH,VUT,YTL,1203,2,7,2,787,0
HL,MGF,QTB,1640,12,8,4,258,0
TT,ORN,RIN,944,9,28,3,797,0
NB,ULX,POI,619,4,25,2,647,0
XJ,JNS,CVG,1258,6,20,1,266,0
WP,YTR,MQV,841,5,20,5,321,0
OZ,QFT,XBT,1401,2,23,4,1147,0
C6,UCY,DIE,928,11,3,4,1028,0
MH,JNS,YTL,1047,2,5,7,1400,0
TT,RJB,RIN,1215,10,31,1,641,0
JG,TVQ,OFO,830,2,10,5,147,0
NB,RTQ,QYV,1145,3,17,5,296,0
IQ,TVQ,YBR,2244,4,21,5,432,0
AG,PCT,ULX,1227,3,28,2,455,0
AG,YTR,PTG,2144,11,14,2,515,0
WP,ULX,CWS,1019,6,6,2,369,0
WP,ULQ,OYT,1118,3,23,3,1013,0
LT,QYL,LBQ,630,4,20,3,102,0
JG,TVQ,CZE,929,12,21,3,238,0
JG,TCA,TVQ,1824,12,30,5,146,1
RQ,HFF,TVQ,1840,2,10,5,4431,0
NB,PVQ,QTP,805,6,13,2,1372,0
OZ,RCZ,HSR,1702,12,25,7,147,0
WT,SBH,RJB,552,10,12,3,804,0
TP,HTE,URX,741,2,15,3,543,0
RQ,UCY,QFT,1849,3,13,7,1035,0
IQ,TVQ,OJO,1709,9,26,1,332,0
WT,URX,PIH,1514,7,17,1,550,0
HH,RJB,PFI,1512,1,9,7,637,0
HL,JGG,MGF,1515,2,16,4,170,1
BN,CHP,RVN,559,9,12,2,632,0
XJ,MQJ,MQV,1633,2,21,2,430,0
MH,YTL,RMT,1831,2,25,5,1208,0
MH,QTP,MQJ,1502,10,8,7,1825,1
XJ,YTL,CBT,1747,5,15,7,657,0
BN,ULQ,RVN,1952,8,27,7,453,0
BN,QFT,OPU,1331,3,7,1,1020,1
XJ,YTL,OTI,628,1,17,1,429,0
XJ,JQU,YTL,517,12,22,4,667,0
WT,PDM,HSR,1322,5,13,6,1829,0
MH,JNS,OMH,1451,10,1,6,938,0
WT,MQJ,HSR,1645,9,12,1,316,0
NB,CBT,LHW,1725,4,3,7,670,0
RQ,TVQ,OPA,1339,8,30,3,425,0
C6,QFC,QTP,1556,12,10,6,231,1
TT,PIH,CHP,1017,10,17,2,2704,0
OZ,PVQ,CHP,1810,1,3,2,1046,0
LU,ULX,POI,1321,7,12,2,647,0
AG,MLP,MQV,1410,1,31,2,168,0
XJ,OPA,MQJ,800,3,5,6,917,0
RQ,OMY,TVQ,542,9,22,4,692,0
NB,TCZ,QTX,1710,7,7,5,677,0
WT,ULX,PIH,552,8,8,1,651,0
NB,HBV,PDM,1844,10,8,7,333,0
OZ,RIN,QYV,755,9,16,5,304,0
HH,QTX,PBT,1333,6,9,4,36,0
HH,JWF,PIH,1850,6,19,1,451,0
WT,OMH,YTR,922,4,10,7,758,0
RQ,LBQ,PQM,2245,7,18,1,2994,0
WT,PTB,PIH,922,2,3,4,447,0
WT,QTX,QYL,1135,1,9,7,2615,0
RQ,MGF,PBT,1915,12,6,2,1877,0
TT,CNY,OYT,1448,4,23,6,946,1
OZ,QTX,PCU,1940,8,16,3,155,0
XJ,FSE,YTL,1701,5,24,2,166,0
NB,HTE,ORN,835,10,14,5,1844,0
LT,LBQ,QYL,1049,2,19,6,102,0
IQ,CNY,SHM,2159,7,18,1,277,1
WP,OPA,ULQ,659,2,17,4,1088,0
RQ,PQM,MGF,811,5,5,5,1449,0
BN,OLV,RVN,1603,5,27,6,609,0
WP,UYV,PIH,830,7,9,7,2254,0
TP,PJT,PDM,1157,10,4,2,697,1
JG,TVQ,SHM,2324,12,8,4,749,1
NB,RVN,ULX,700,1,9,7,1671,0
HH,IPR,RJB,710,1,29,6,483,0
BN,QTX,OEJ,1752,2,2,3,1756,0
HH,HSR,PQM,1811,12,9,5,1249,1
MH,CHP,MQJ,1355,9,10,7,563,0
NB,ULX,ULQ,843,8,21,1,2075,0
HH,RJB,FDV,1535,9,27,2,212,0
WP,ULX,MQV,1235,2,19,6,1774,1
TP,PDM,URX,1753,11,13,7,569,1
JG,OPU,TVQ,1856,12,1,5,906,0
TT,POI,RIN,10,12,11,1,1431,0
OZ,CBT,RMT,645,10,18,3,562,0
BN,OJO,RJB,833,11,1,2,872,0
TT,QTP,RIN,36,5,24,3,1055,0
IQ,ORN,TVQ,1623,6,8,4,590,0
HH,QTX,YAE,2259,5,26,4,123,1
TT,HSR,ULX,1538,6,6,1,1440,0
MH,OYT,JNS,1124,9,27,3,1086,1
TT,IQQ,QFT,1214,4,22,5,1076,0
NB,SBH,PDM,920,7,20,3,188,0
NB,ORN,YTR,1502,11,1,3,577,0
OZ,QFT,CBT,1452,5,10,2,764,0
JG,TVQ,FBG,1500,9,22,5,300,0
NB,TCZ,OMY,1253,4,30,7,718,0
NB,PJT,QTP,1125,4,8,6,866,0
NB,VUT,CBT,705,5,11,4,612,0
TT,VWP,RIN,456,10,27,5,813,0
NB,HEM,OMY,1020,12,24,6,313,0
TT,RIN,QFT,1604,7,17,7,1389,0
WT,PIH,PJT,2011,1,5,4,679,0
BN,OJO,YTL,922,8,23,3,469,0
XJ,JNS,FPH,1147,5,30,2,446,0
TT,YTL,HSR,1817,12,6,3,925,1
BN,RMT,RVN,1615,9,16,6,405,0
MH,CNY,MQJ,1815,3,8,2,314,1
JG,TVQ,YMV,1423,2,11,5,781,0
MH,YTL,QTX,755,6,24,6,1379,0
NB,QTX,POI,1445,3,13,1,373,0
AG,YTR,OLV,1630,1,20,5,418,0
LT,EHT,LBQ,1507,6,15,4,163,0
NB,QTP,PJT,1945,5,20,5,866,0
BN,URX,OPU,640,3,29,3,1426,0
BN,SPN,RVN,1317,3,12,6,1085,0
TT,PIH,RIN,1057,2,1,2,1464,0
BN,QTX,RVN,31,3,1,3,1979,0
TT,PIH,CHP,1344,5,1,7,2704,0
HL,MGF,XBT,2103,1,2,7,561,0
HH,ITV,PIH,722,6,12,7,158,0
HL,CHP,DIE,925,3,22,2,187,0
WT,POI,RJB,1703,10,9,1,910,0
OZ,HSR,MQJ,2137,5,18,4,316,0
NB,CNY,UGR,1217,7,19,3,328,0
WT,PIH,QTX,919,6,25,7,337,0
RQ,MLP,TVQ,607,7,14,4,259,0
TT,QFT,OYT,1214,6,7,3,1097,0
NB,OLV,ULQ,1230,8,19,5,290,0
TT,QFT,CBT,1728,8,12,6,764,0
JG,TGQ,TVQ,1952,3,17,5,164,1
RQ,TVQ,OMY,2051,8,30,2,692,0
OZ,DIE,HSR,1619,8,26,6,740,0
HH,HEM,HSR,1733,11,22,3,693,0
WT,RJB,YTL,1045,7,18,1,861,1
MH,JNS,TVQ,646,2,2,4,745,0
WP,RMT,CHP,2218,12,5,1,399,0
WP,QTP,ULX,1904,10,4,3,256,0
NB,UGR,OMH,740,12,13,3,1073,0
RQ,TVQ,FUV,1238,7,2,7,352,0
C6,UNO,DIE,2145,7,7,5,274,1
MH,YTL,QFT,1835,7,13,4,1416,0
RQ,OPU,TVQ,655,8,2,3,906,0
TT,CHP,RIN,736,2,21,2,1562,0
LU,URX,ULX,534,11,28,1,1009,0
RQ,TCZ,TVQ,754,8,5,5,1269,0
TT,TVQ,HSR,740,11,25,5,606,0
NB,QTP,HBV,1410,12,5,1,197,1
NB,ULX,UYV,1428,7,24,1,1813,0
WT,RJB,CNY,1642,5,29,1,1491,0
TP,PTB,PJT,620,2,24,4,1050,0
NB,PJT,SBH,1318,12,23,5,564,0
TT,PVV,CHP,1448,3,19,7,1693,0
NB,HBV,POI,1020,4,8,5,389,0
AG,YTR,TWP,830,8,9,3,1297,0
JG,TVQ,INT,1934,8,18,4,508,0
MH,SPN,JNS,1627,1,17,1,1068,1
WT,PTB,YTR,752,9,3,6,2253,0
OZ,RIN,QCC,1010,9,21,4,282,0
OZ,INT,RIN,640,9,14,3,859,0
TT,QFT,OMH,810,7,11,1,950,1
RQ,QFT,MGF,1708,6,15,3,585,0
RQ,TVQ,ORN,1827,1,26,3,590,1
MH,YTL,PDW,1328,9,17,7,2007,1
XJ,SRW,YTL,1135,10,14,5,1043,0
HH,OIS,URX,2014,7,10,7,222,0
MH,MQJ,VUT,1232,8,19,5,927,0
WT,QTX,URX,1937,9,16,5,834,0
WT,HSR,QTX,558,12,13,3,1745,0
RQ,RIN,TVQ,1704,10,22,7,732,0
WT,RMT,HSR,1942,12,4,1,612,0
BN,OPU,RVN,1009,12,12,1,528,0
WP,UYV,YTL,829,7,29,5,1117,0
RQ,IQQ,TVQ,1854,4,29,6,581,0
NB,PVQ,OMY,1635,1,25,3,237,0
TT,SBH,RIN,29,2,25,5,1345,0
VK,LBQ,QTX,1218,8,30,2,2556,0
HH,PIH,POI,1820,6,4,6,86,0
C6,UCY,DIE,1642,8,18,5,1028,0
NB,ULX,QTP,950,10,2,1,256,1
WT,RJB,QFT,1844,2,13,7,1619,0
WP,MQV,CNY,1620,6,3,6,361,0
NB,PTV,LHW,1958,6,3,5,192,0
IQ,TVQ,QFT,2113,12,10,6,761,1
WT,CNY,RJB,1621,4,25,2,1491,0
MH,ULX,JNS,755,4,20,4,2133,0
OZ,RPO,HSR,1115,1,10,1,299,1
HL,CBT,MGF,2010,11,22,2,230,0
NB,ULX,PTB,820,3,11,6,304,0
LU,QTP,ULQ,2302,12,21,3,2176,0
AG,QFT,YTR,1440,10,1,7,229,0
TT,OMY,RIN,726,5,22,7,460,0
TT,QFT,IQQ,625,4,6,4,1076,0
HH,PQM,HBV,1657,7,4,1,558,0
OZ,HEM,RIN,1029,10,17,1,175,0
HH,QTX,ITV,1549,8,11,5,209,0
RQ,CHP,SPN,1608,6,20,1,1249,0
TT,POI,RIN,1447,2,15,3,1431,0
OZ,RIN,QSR,2023,10,21,6,394,0
HL,CHP,DIE,625,12,12,2,187,0
OZ,YBR,HSR,1050,10,18,3,177,0
TT,RIN,URX,1912,3,13,1,1616,0
TT,CHP,RIN,1804,7,14,5,1562,1
NB,OMY,OMH,648,9,30,6,1072,0
NB,ULX,PTB,1405,7,20,3,304,0
NB,CNY,CRQ,1700,11,19,6,283,0
NB,OMH,CLO,1400,7,21,4,478,1
WT,IQQ,YTR,1220,1,28,6,901,0
HH,PIH,SBH,1408,10,27,4,192,1
NB,HTE,PTB,1545,1,16,1,446,0
NB,TOT,RTQ,1100,6,16,4,324,0
TT,PBT,RIN,1251,11,7,1,1205,0
WT,QTX,HSR,1027,7,22,6,1745,0
WP,ULQ,CHP,1727,12,22,4,280,0
HH,ITV,QTX,1051,8,10,3,209,1
NB,IQQ,CNY,724,9,17,7,925,0
IQ,CNY,VUT,1725,1,13,4,842,0
NB,TCZ,RTQ,1427,4,3,1,580,0
WP,MQV,OMH,957,5,26,4,468,0
OZ,MLT,HSR,1727,9,15,4,501,0
NB,OMH,CRQ,2005,6,3,6,1050,0
NB,HTE,PBT,1115,11,13,7,371,0
IQ,YBR,TVQ,1248,7,20,3,432,0
BN,STU,OPU,1306,7,19,2,490,0
AG,LBQ,EHT,1922,7,3,1,163,0
HH,QJX,HSR,1713,4,23,7,323,1
RQ,TVQ,QTP,1910,6,27,2,1747,0
TT,CNY,HSR,1335,10,18,2,622,0
HL,SRW,CHP,920,10,30,7,612,1
WP,DIE,QTP,1027,4,7,5,2248,0
NB,OMH,PVQ,1140,7,21,4,880,0
OZ,HSR,QYV,1147,12,18,1,552,0
AG,ULX,RSH,2210,11,2,4,351,1
TT,PVQ,OYT,1639,9,3,7,1068,0
HL,MGF,TCJ,2307,1,28,5,503,0
NB,SRW,ULQ,1630,11,4,6,336,0
I9,QTP,RJB,1329,8,20,7,629,0
RQ,TVQ,PIH,1046,5,26,4,2139,1
TT,QFT,OYT,555,4,22,6,1097,0
RQ,RJB,TVQ,557,8,25,5,1199,0
HL,PTG,MGF,1210,6,1,4,515,1
WT,ULQ,HSR,741,1,31,1,678,0
HL,SRW,QFT,1910,10,16,7,431,1
NB,CNY,OMY,1935,12,8,5,967,1
WT,QTX,ULQ,1305,1,20,4,2401,0
NB,CNY,ORN,1240,3,30,3,611,0
AG,HSR,MQV,2145,10,28,6,599,0
MH,CNY,YTL,557,8,20,7,1235,0
VK,ORN,RIN,1727,7,12,2,797,1
HH,QBE,RJB,707,3,4,6,423,0
C6,UYV,DIE,550,9,30,6,340,0
BN,FVI,OPU,1349,3,14,1,887,1
TT,CHP,PTB,1739,6,25,7,2588,1
OZ,HSR,FSC,827,5,20,5,174,0
HH,VWP,QTX,1059,10,18,3,451,0
NB,HTE,QTX,1930,5,18,3,337,0
JG,MTJ,MGF,622,3,4,6,404,0
RQ,ULQ,TVQ,1639,9,7,4,665,0
RQ,TVQ,OMH,1515,3,7,1,403,0
NB,QTX,TCZ,815,8,1,1,677,0
WP,QTP,OPU,2246,5,1,1,1300,0
IQ,UYV,OMH,1148,5,12,5,834,0
RQ,MGF,HSR,926,1,20,4,264,0
HH,HSR,QTB,1119,10,10,2,179,0
NB,HBV,POI,820,5,28,6,389,0
MH,LBQ,JNS,2118,5,16,2,4962,0
TT,PVQ,RIN,1433,4,8,5,551,0
HL,JGG,MGF,1514,4,20,4,170,1
BN,RVN,CHP,2114,6,18,7,632,1
OZ,MGF,HSR,640,5,22,1,264,0
BN,RVN,OMH,656,11,2,4,957,0
LU,RMT,ULX,1020,4,11,1,1979,0
WT,URX,QTX,629,2,9,4,834,0
MH,JNS,RIN,1529,10,16,1,1372,1
VK,HFF,PIH,1215,5,8,7,2338,0
JG,PVQ,TVQ,1622,12,10,7,483,1
I9,RJB,QTX,1217,6,6,1,862,0
JG,CVS,TVQ,530,1,4,3,449,0
OZ,RIN,TCY,2010,11,27,1,158,0
HH,PQM,PWB,1919,9,14,3,223,0
WP,CHP,ULQ,1421,8,16,2,280,0
NB,PTB,POI,1505,9,18,1,480,0
WT,ULQ,HSR,741,2,3,4,678,0
C6,QFC,QTP,1209,3,15,2,231,0
NB,TWP,ULX,2130,7,7,4,872,1
HL,QFT,SYM,1359,6,7,3,292,1
WP,SRW,RMT,1258,7,10,7,227,0
HH,HSR,IPR,1200,2,25,6,462,0
LU,ULX,CNY,1323,3,12,6,1999,1
TP,PJT,QTX,1728,2,15,3,954,0
WP,HTE,QTP,1443,7,19,3,407,1
IQ,TVQ,QTX,1829,7,30,6,1946,0
MH,YTL,OPA,1539,7,28,4,305,0
NB,HTE,ULX,1900,12,25,7,646,1
RQ,PQM,ITY,2033,7,13,3,2184,0
TT,RVN,HSR,1647,7,15,6,235,0
AG,SYM,MQV,1726,11,1,3,256,0
WT,RJB,JNS,1008,7,7,4,1605,0
WT,QTX,QYL,928,3,4,6,2615,0
NB,LHW,LSQ,1637,12,27,2,276,0
RQ,TVQ,PIH,1028,12,10,7,2139,0
NB,PVQ,ORN,2015,2,21,1,251,0
NB,VUT,YBR,945,9,1,4,838,0
BN,RVN,TVQ,705,3,28,1,594,0
RQ,TVQ,QFT,1100,7,17,1,761,0
NB,OTI,QTP,1350,12,16,5,796,0
WP,HTE,ULX,1814,1,24,2,646,0
NB,TCZ,LHW,641,3,9,4,759,0
NB,CNY,IQQ,700,11,5,6,925,0
WP,ULQ,UCY,1122,11,20,7,951,0
OZ,HSR,MYR,1027,2,28,2,196,0
IQ,TVQ,OQY,1102,12,30,5,633,0
BN,MYR,OPU,808,7,28,4,221,0
HH,PQM,UYL,821,11,4,5,150,0
NB,HOT,QTP,1420,10,26,3,1099,1
TT,QFT,CBT,2122,10,10,1,764,0
WP,ULQ,RIN,1115,1,24,2,1302,0
RQ,TVQ,SYM,1640,1,31,2,481,1
VK,RJB,ORN,1509,12,20,2,895,0
NB,PTV,QTP,2005,8,20,6,1069,0
HH,PQM,FVI,1315,8,25,4,463,0
MH,YTL,RIN,2135,3,27,7,224,1
BN,OJO,RVN,1830,10,23,1,610,0
HL,MGF,MTE,840,7,24,1,214,0
LU,QTP,QTX,1815,4,2,6,236,0
NB,YPU,CNY,1555,5,29,1,220,0
RQ,QTP,TVQ,2242,4,27,3,1747,0
LT,LBQ,EHT,531,7,23,6,163,0
TP,QTP,PJT,1657,3,15,3,866,1
WP,ULQ,PIH,1856,3,13,7,2521,0
RQ,DIE,QTX,1632,12,22,5,2475,1
MH,OIJ,YTL,820,3,14,2,316,0
NB,HTE,QTX,830,2,16,4,337,1
RQ,TVQ,UCY,1351,11,24,4,545,0
XJ,MQV,MQJ,1354,5,30,1,430,0
TP,TBM,PJT,214,7,25,2,1449,0
TP,PJT,TBM,1816,6,24,6,1449,1
JG,TVQ,TCA,1320,10,25,3,146,0
XJ,MHP,YTL,1623,2,28,2,809,0
WT,POI,HSR,1355,6,5,7,1781,0
BN,CBT,OPU,1753,1,11,2,695,0
OZ,FSS,HSR,1735,4,14,5,137,0
BN,OJO,VUT,1345,10,22,6,656,0
MH,JNS,OMH,1648,4,1,6,938,0
LU,ULX,HSR,1558,1,15,6,1440,0
VK,ORN,OPU,1001,8,23,2,349,0
XJ,YTL,MHP,1436,9,29,5,809,0
HH,RJB,MOL,1827,2,16,3,1155,0
TT,PTV,RIN,1645,7,8,5,247,0
BN,RVN,OEJ,1551,9,2,6,238,1
OZ,ITV,QTX,653,4,19,3,209,0
IQ,TVQ,SYM,2104,6,25,6,481,1
TT,RIN,ULQ,2039,5,19,4,1302,1
BN,OPU,RQL,2026,4,20,3,144,0
RQ,POI,TVQ,1237,10,22,6,2092,0
HH,VAP,HSR,1005,10,23,1,475,0
HH,PIH,PQM,1621,5,30,1,599,0
WP,ULX,SBH,1410,1,12,4,601,1
BN,RVN,MOL,1733,3,27,7,155,0
HH,POX,QTX,1558,5,18,3,135,0
XJ,JNS,VWQ,1517,1,18,3,1215,1
TT,OMY,HSR,941,11,9,4,403,0
TT,PVQ,PBT,858,2,14,1,1570,0
XJ,XBT,YTL,933,8,10,4,438,0
WT,RJB,HBV,1810,11,4,6,819,1
RQ,HSR,TVQ,552,1,11,2,606,0
WT,ULX,PIH,1936,4,1,5,651,0
JG,TCJ,MGF,1826,6,26,7,503,0
AG,HSR,SHM,2200,1,23,1,528,1
HH,PQM,CKB,854,4,29,5,347,0
WT,RJB,PIH,1112,8,30,2,967,0
MH,CZB,JNS,924,6,5,7,1585,0
TP,PJT,TBM,653,11,25,5,1449,0
RQ,VUT,QFT,729,10,17,2,1011,0
WP,RMT,MQV,1015,9,21,3,331,0
NB,QTX,QTP,1105,6,19,7,236,0
RL,YTR,UYV,811,7,4,1,183,0
WT,HSR,OPU,1300,5,9,1,334,0
NB,RTQ,LHW,1001,9,22,5,239,0
IQ,TVQ,ULQ,1748,3,14,1,665,0
RQ,PQM,TBM,1136,6,4,7,2125,0
RQ,IQQ,CHP,759,12,5,2,1237,0
NB,SBH,PQM,950,4,14,4,422,0
LU,QTP,RJB,1127,4,11,1,629,0
BN,RQL,OPU,825,7,11,1,144,0
OZ,TCY,RIN,945,8,7,7,158,0
LT,EHT,LBQ,1452,4,27,3,163,0
RQ,OMH,DIE,1659,8,28,1,944,0
IQ,ULI,OMH,1128,9,2,6,662,0
RQ,PVQ,TVQ,918,6,14,3,483,0
RQ,ULX,MGF,1228,1,10,1,1569,0
BN,PIH,RVN,2214,3,27,1,2079,0
HL,CHP,SRW,1945,4,10,1,612,0
WT,OPA,YTR,1721,5,3,3,954,0
TT,OYT,PDW,627,8,24,4,1045,0
MH,JNS,TWP,855,5,23,2,1504,0
NB,CBT,MOL,2017,8,10,4,338,0
RQ,QFT,CHP,928,8,19,5,185,0
BN,OJO,IQQ,919,1,3,2,851,0
JG,OLV,TVQ,753,11,10,5,952,0
RQ,TVQ,RTC,854,4,19,2,366,0
RQ,OYT,TVQ,1947,12,20,2,595,0
I9,ULX,RJB,1343,3,2,4,602,0
HH,VWP,QTX,557,9,9,5,451,0
RQ,IQQ,TVQ,2057,3,14,1,581,0
BN,ULX,OPU,1233,8,1,2,1276,1
TP,TBM,PJT,1936,12,16,6,1449,0
MH,RJB,YTL,1429,7,27,3,861,0
MH,PIH,YTL,1221,11,29,3,1635,1
I9,PIH,RJB,2111,3,31,5,967,0
RQ,IQQ,DIE,1336,6,22,3,1069,1
HL,CLO,QFT,1634,8,28,7,866,0
XJ,OJO,YTL,650,5,25,4,469,0
NB,VUT,ULQ,1130,6,5,1,920,0
NB,QTP,HBV,2110,5,9,1,197,0
TT,RIN,PTB,1218,10,4,2,1171,1
RQ,DIE,QTX,1651,1,27,5,2475,0
NB,OMH,PVQ,1438,12,20,2,880,1
JG,TVQ,TFP,1704,2,15,3,143,0
OZ,TVQ,HSR,1435,7,30,7,606,0
BN,OEJ,OPU,624,3,21,1,297,0
NB,QTP,ULX,1650,7,16,7,256,0
NB,VWP,QTX,2259,9,17,7,451,1
MH,OMH,YTL,925,7,21,5,853,0
WT,HSR,MOL,1622,5,3,3,296,1
BN,PVQ,OPU,910,6,30,5,449,0
WP,QTX,QTP,740,7,7,5,236,0
XJ,YTL,PLG,952,10,6,5,192,0
NB,ULX,HEM,1345,1,9,1,833,0
OZ,QTP,QTX,952,7,15,6,236,0
NB,PDM,CWS,1937,12,21,4,296,0
BN,OPH,OPU,839,8,25,4,1013,0
TT,QTX,PVQ,1007,6,28,3,1593,0
BN,OJO,OPA,1448,2,25,5,349,0
TT,PTV,QTX,813,3,21,2,1210,0
TT,PJT,RIN,815,3,25,5,1660,0
NB,PJT,FJF,2037,8,16,3,224,0
TT,HSR,JNS,1029,12,5,2,719,0
OZ,HSR,QPJ,1955,2,27,7,215,0
HL,FPH,MGF,1135,10,15,6,330,0
IQ,TVQ,OMH,31,8,8,1,403,1
TT,ULX,RIN,1417,4,20,4,868,0
BN,OEJ,RVN,1347,9,14,3,238,0
NB,POI,PTB,2010,3,28,1,480,1
NB,ULX,HOT,1800,7,1,5,1037,1
NB,PJT,ULX,731,7,22,6,1107,0
HH,PDM,QTX,1950,11,17,4,308,1
NB,JQU,TWP,700,4,1,6,528,0
HH,PCT,PQM,1313,1,10,2,615,0
MH,YTL,JNS,1443,3,29,3,1400,1
TT,RVN,RIN,1911,12,4,1,987,0
VK,ORN,QFT,611,9,16,6,725,0
AG,MHP,RJB,1201,8,2,3,72,0
WT,HSR,PDM,1003,5,9,1,1829,0
BN,ULQ,OPU,1327,5,19,4,980,0
